id,titulo,arquivo
087-ANGOLA,OPORTUNIDADES_PARA_O_AGRONEGOCIO_ANCORADO_NA_PRDUCAO_FAMILIAR_E_SEU_VINCULO_COM_O_SISTEMA_ALI,087-ANGOLA_OPORTUNIDADES_PARA_O_AGRONEGOCIO_ANCORADO_NA_PRDUCAO_FAMILIAR_E_SEU_VINCULO_COM_O_SISTEMA_ALI.txt
,088 ANÁLISE BIBLIOMÉTRICA DA PRODUÇÃO DE CONHECIMENTO SOBRE COOPERATIVAS NO BRASIL,088-ANÁLISE BIBLIOMÉTRICA DA PRODUÇÃO DE CONHECIMENTO SOBRE COOPERATIVAS NO BRASIL.txt
,089 ANÁLISE DA APRENDIZAGEM SOBRE A TAXONOMIA DE BLOOM A PARTIR DA UTILIZAÇÃO DOS JOGOS DE EMPRESA.1,089-ANÁLISE DA APRENDIZAGEM SOBRE A TAXONOMIA DE BLOOM A PARTIR DA UTILIZAÇÃO DOS JOGOS DE EMPRESA.1.txt
,090 ANÁLISE DA EFICIÊNCIA SÓCIO FINANCEIRA DE COOPERATIVAS DE CRÉDITO NO BRASIL,090-ANÁLISE DA EFICIÊNCIA SÓCIO FINANCEIRA DE COOPERATIVAS DE CRÉDITO NO BRASIL.txt
,091 ANÁLISE DOS INDICADORES DE DESEMPENHO UTILIZADOS POR COOPERATIVAS DE CRÉDITO BRASILEIRAS,091-ANÁLISE DOS INDICADORES DE DESEMPENHO UTILIZADOS POR COOPERATIVAS DE CRÉDITO BRASILEIRAS.txt
,092 ANÁLISE FUNDAMENTALISTA DE COOPERATIVAS AGRÍCOLAS DO INTERIOR DO RIO GRANDE DO SUL,092-ANÁLISE FUNDAMENTALISTA DE COOPERATIVAS AGRÍCOLAS DO INTERIOR DO RIO GRANDE DO SUL.txt
,093 APICULTURA NO NORTE DE MINAS COOPERATIVISMO E NOVOS MERCADOS,093-APICULTURA NO NORTE DE MINAS COOPERATIVISMO E NOVOS MERCADOS.txt
,094 APRENDIZAGEM VIVENCIADA DENTRO DE ORGANIZAÇÕES ASSOCIATIVAS O JOGO DE EMPRESA COMO MÉTODO DE ENSINO,094-APRENDIZAGEM VIVENCIADA DENTRO DE ORGANIZAÇÕES ASSOCIATIVAS O JOGO DE EMPRESA COMO MÉTODO DE ENSINO.txt
095-APROPRIACAO,DA_SOBERANIA_ALIMENTAR_DESAFIOS_DO_MST_EM_CONSTRUIR_CAMINHOS_ALTERNATIVOS,095-APROPRIACAO_DA_SOBERANIA_ALIMENTAR_DESAFIOS_DO_MST_EM_CONSTRUIR_CAMINHOS_ALTERNATIVOS.txt
,096 AQUISIÇÕES DA AGRICULTURA FAMILIAR PARA A ALIMENTAÇÃO ESCOLAR DIFICULDADES E ESTRATÉGIAS PARA O ACES,096-AQUISIÇÕES DA AGRICULTURA FAMILIAR PARA A ALIMENTAÇÃO ESCOLAR DIFICULDADES E ESTRATÉGIAS PARA O ACES.txt
097-ARMAZENAMENTO,DE_CARBONO_NO_SOLO_NA_AGRICULTURA_DE_CONSERVACAO_UMA_META ANALISE,097-ARMAZENAMENTO_DE_CARBONO_NO_SOLO_NA_AGRICULTURA_DE_CONSERVACAO_UMA_META-ANALISE.txt
,098 AS COOPERATIVAS E A PROMOÇÃO DO DESENVOLVIMENTO SUSTENTÁVEL UM ESTUDO EXPLORATÓRIO,098-AS COOPERATIVAS E A PROMOÇÃO DO DESENVOLVIMENTO SUSTENTÁVEL UM ESTUDO EXPLORATÓRIO.txt
,099 AS RACIONALIDADES DE PROCESSOS E DIMENSÕES ORGANIZACIONAIS FRENTE AS ORIENTAÇÕES EXTENSIONISTAS PARA,099-AS RACIONALIDADES DE PROCESSOS E DIMENSÕES ORGANIZACIONAIS FRENTE AS ORIENTAÇÕES EXTENSIONISTAS PARA.txt
,100 AS REFORMAS LEGISLATIVAS PARA A CAPITALIZAÇÃO DAS COOPERATIVAS AGRÍCOLAS FRANCESAS,100-AS REFORMAS LEGISLATIVAS PARA A CAPITALIZAÇÃO DAS COOPERATIVAS AGRÍCOLAS FRANCESAS.txt
,101 ASPECTOS TEÓRICOS DO COOPERATIVISMO E SUAS IMPLICAÇÕES PARA A GESTÃO DE COOPERATIVAS,101-ASPECTOS TEÓRICOS DO COOPERATIVISMO E SUAS IMPLICAÇÕES PARA A GESTÃO DE COOPERATIVAS.txt
102-ASPECTOS,AGRARIOS_TECNOLOGICOS_E_SOCIAIS_NA_AGRICULTURA_FAMILIAR_DO_ESTADO_DO_PARANA_2006_2017,102-ASPECTOS_AGRARIOS_TECNOLOGICOS_E_SOCIAIS_NA_AGRICULTURA_FAMILIAR_DO_ESTADO_DO_PARANA_2006_2017.txt
103-ASSISTENCIA,TECNICA_E_EXTENSAO_RURAL_NO_COREDE_MEDIO_ALTO_URUGUAI_ANALISE_DOS_DESAFIOS_E_CONTROVERSI,103-ASSISTENCIA_TECNICA_E_EXTENSAO_RURAL_NO_COREDE_MEDIO_ALTO_URUGUAI_ANALISE_DOS_DESAFIOS_E_CONTROVERSI.txt
104-ASSISTENCIA,TECNICA_E_EXTENSAO_RURAL_PARA_AGRICULTORES_ATINGIDOS_POR_BARRAGENS_ABORDAGENS_DESAFIOS_E,104-ASSISTENCIA_TECNICA_E_EXTENSAO_RURAL_PARA_AGRICULTORES_ATINGIDOS_POR_BARRAGENS_ABORDAGENS_DESAFIOS_E.txt
105-AS,COMPRAS_PUBLICAS_DA_AGRICULTURA_FAMILIAR_URUGUAIA_ALTERNATIVAS_SUSTENTAVEIS,105-AS_COMPRAS_PUBLICAS_DA_AGRICULTURA_FAMILIAR_URUGUAIA_ALTERNATIVAS_SUSTENTAVEIS.txt
106-AS,CONDICOES_DE_TRABALHO_DOS_EXTRATIVISTAS_DA_PALHA_DE_CARNAUBA_NO_ESTADO_DO_PIAUI,106-AS_CONDICOES_DE_TRABALHO_DOS_EXTRATIVISTAS_DA_PALHA_DE_CARNAUBA_NO_ESTADO_DO_PIAUI.txt
107-AS,CONSTRIBUICOES_DOS_GRUPOS_DE_ESTUDOS_E_DAS_EMPRESAS_JUNIORES_NA_FORMACAO_PROFISSIONAL_ESTUDO_DE_C,107-AS_CONSTRIBUICOES_DOS_GRUPOS_DE_ESTUDOS_E_DAS_EMPRESAS_JUNIORES_NA_FORMACAO_PROFISSIONAL_ESTUDO_DE_C.txt
108-AS,CONTRIBUICOES_DO_COOPERATIVISMO_NA_AGRICULTURA_FAMILIAR_um_comparativo_entre_agricultores_coopera,108-AS_CONTRIBUICOES_DO_COOPERATIVISMO_NA_AGRICULTURA_FAMILIAR_um_comparativo_entre_agricultores_coopera.txt
109-AS,INOVACOES_TECNOLOGICAS_E_A_DINAMICA_DO_EMPREGO_NO_SETOR_SUCROALCOOLEIRO_EM_GOIAS_2003_A_2016,109-AS_INOVACOES_TECNOLOGICAS_E_A_DINAMICA_DO_EMPREGO_NO_SETOR_SUCROALCOOLEIRO_EM_GOIAS_2003_A_2016.txt
110-AS,MUDANCAS_NA_PRODUCAO_PARA_AUTOCONSUMO_ENTRE_AGRICULTORES_FAMILIARES_DE_SALVADOR_DAS_MISSOES_ _RS,110-AS_MUDANCAS_NA_PRODUCAO_PARA_AUTOCONSUMO_ENTRE_AGRICULTORES_FAMILIARES_DE_SALVADOR_DAS_MISSOES_-_RS.txt
111-AS,PERCEPCOES_E_LIMITACOES_ACERCA_DO_CONCEITO_SUSTENTABILIDADE_UM_ESTUDO_COM_AGRICULTORES_FAMILARES,111-AS_PERCEPCOES_E_LIMITACOES_ACERCA_DO_CONCEITO_SUSTENTABILIDADE_UM_ESTUDO_COM_AGRICULTORES_FAMILARES.txt
112-AS,RELACOES_DE_CONFIANCA_NA_SUCESSAO_RURAL_CALCULATIVA_OU_NAO_CALCULATIVA,112-AS_RELACOES_DE_CONFIANCA_NA_SUCESSAO_RURAL_CALCULATIVA_OU_NAO_CALCULATIVA.txt
113-AS,RELACOES_ENTRE_VALOR_AGREGADO_E_RIQUEZA_NA_ANALISE_DIAGNOSTICO_DE_SISTEMAS_AGRARIOS,113-AS_RELACOES_ENTRE_VALOR_AGREGADO_E_RIQUEZA_NA_ANALISE_DIAGNOSTICO_DE_SISTEMAS_AGRARIOS.txt
114-AS,TRAJETORIAS_DA_AGRICULTURA_FAMILIAR_DE_SALVADOR_DAS_MISSOES_RS_UMA_ANALISE_LONGITUDINAL,114-AS_TRAJETORIAS_DA_AGRICULTURA_FAMILIAR_DE_SALVADOR_DAS_MISSOES_RS_UMA_ANALISE_LONGITUDINAL.txt
115-AS,VULNERABILIDADES_SOCIOECONOMICAS_DO_ESTADO_DO_AMAZONAS_AGRAVADAS_PELA_2a_ONDA_DA_PANDEMIA_DE_COVI,115-AS_VULNERABILIDADES_SOCIOECONOMICAS_DO_ESTADO_DO_AMAZONAS_AGRAVADAS_PELA_2a_ONDA_DA_PANDEMIA_DE_COVI.txt
116-ATIVIDADES,PRODUTIVAS_E_ESTRUTURA_FUNDIARIA_DA_REGIAO_DO_MARANHAO_TOCANTINS_PIAUI_E_BAHIA_MATOPIBA_E,116-ATIVIDADES_PRODUTIVAS_E_ESTRUTURA_FUNDIARIA_DA_REGIAO_DO_MARANHAO_TOCANTINS_PIAUI_E_BAHIA_MATOPIBA_E.txt
117-ATIVIDADE,PESQUEIRA_DAS_MARIQUEIRAS_E_O_IMPACTO_DO_OLEO_NO_LITORAL_SUL_DE_ALAGOAS,117-ATIVIDADE_PESQUEIRA_DAS_MARIQUEIRAS_E_O_IMPACTO_DO_OLEO_NO_LITORAL_SUL_DE_ALAGOAS.txt
118-AVALIACAO,COMPARATIVA_DA_CAPACIDADE_DE_PRODUCAO_AGRICOLA_NO_SEMIARIDO_DO_CEARA_COM_BASE_NOS_CENSOS_A,118-AVALIACAO_COMPARATIVA_DA_CAPACIDADE_DE_PRODUCAO_AGRICOLA_NO_SEMIARIDO_DO_CEARA_COM_BASE_NOS_CENSOS_A.txt
119-AVALIACAO,CRITICA_A_LEI_n_141192021_UMA_BENESSE_DISFARCADA,119-AVALIACAO_CRITICA_A_LEI_n_141192021_UMA_BENESSE_DISFARCADA.txt
120-AVALIACAO,DA_EXISTENCIA_DE_TRANSMISSAO_REGIONAL_DE_PRECO_DO_LEITE_PAGO_AO_PRODUTOR_NO_ESTADO_DE_MATO,120-AVALIACAO_DA_EXISTENCIA_DE_TRANSMISSAO_REGIONAL_DE_PRECO_DO_LEITE_PAGO_AO_PRODUTOR_NO_ESTADO_DE_MATO.txt
121-AVALIACAO,DA_SUSTENTABILIDADE_AMBIENTAL_DE_PROPRIEDADES_RURAIS_DE_MINAS_GERAIS,121-AVALIACAO_DA_SUSTENTABILIDADE_AMBIENTAL_DE_PROPRIEDADES_RURAIS_DE_MINAS_GERAIS.txt
122-AVALIACAO,DE_UM_SISTEMA_DE_TRATAMENTO_DE_DEJETOS_SUINOS_USANDO_BIODIGESTORES_NO_ESTADO_DE_SANTA_CATA,122-AVALIACAO_DE_UM_SISTEMA_DE_TRATAMENTO_DE_DEJETOS_SUINOS_USANDO_BIODIGESTORES_NO_ESTADO_DE_SANTA_CATA.txt
123-AVALIACAO,DOS_DETERMINANTES_DA_CRIMINALIDADE_NO_ESTADO_DE_PERNAMBUCO,123-AVALIACAO_DOS_DETERMINANTES_DA_CRIMINALIDADE_NO_ESTADO_DE_PERNAMBUCO.txt
124-AVALIACAO,DOS_IMPACTOS_DA_POLITICA_NACIONAL_DOS_PISOS_MINIMOS_DO_TRANSPORTE_RODOVIARIO_DE_CARGAS_NO_,124-AVALIACAO_DOS_IMPACTOS_DA_POLITICA_NACIONAL_DOS_PISOS_MINIMOS_DO_TRANSPORTE_RODOVIARIO_DE_CARGAS_NO_.txt
125-AVALIACAO,DOS_PADROES_AGROALIMENTARES_DE_GRAOS_E_SEMENTES_OLEAGINOSAS_ENTRE_GRANDES_PAISES_NO_MERCAD,125-AVALIACAO_DOS_PADROES_AGROALIMENTARES_DE_GRAOS_E_SEMENTES_OLEAGINOSAS_ENTRE_GRANDES_PAISES_NO_MERCAD.txt
126-AVALIACAO,DO_EMPREGO_NA_CADEIA_PRODUTIVA_DO_MAMAO_NO_ESPIRITO_SANTO,126-AVALIACAO_DO_EMPREGO_NA_CADEIA_PRODUTIVA_DO_MAMAO_NO_ESPIRITO_SANTO.txt
,127 AVALIAÇÃO DE INDICADORES DE DESEMPENHO PARA O SICOOB SISTEMA CREDIMINAS,127-AVALIAÇÃO DE INDICADORES DE DESEMPENHO PARA O SICOOB SISTEMA CREDIMINAS.txt
,128 AVALIAÇÃO DE PROCESSO DO PROGRAMA MAIS GESTÃO NA PERSPECTIVA DOS ATORES ENVOLVIDOS NA IMPLEMENTAÇÃO,128-AVALIAÇÃO DE PROCESSO DO PROGRAMA MAIS GESTÃO NA PERSPECTIVA DOS ATORES ENVOLVIDOS NA IMPLEMENTAÇÃO.txt
,129 AVALIAÇÃO DO RELACIONAMENTO ENTRE COOPERATIVA E COOPERADOS UMA APLICAÇÃO DA ESCALA SERVQUAL,129-AVALIAÇÃO DO RELACIONAMENTO ENTRE COOPERATIVA E COOPERADOS UMA APLICAÇÃO DA ESCALA SERVQUAL.txt
130-A,AGRICULTURA_FAMILIAR_E_O_PAPEL_DO_COOPERATIVISMO_DE_CREDITO_NO_REPASSE_DE_POLITICAS_PUBLICAS_Uma_a,130-A_AGRICULTURA_FAMILIAR_E_O_PAPEL_DO_COOPERATIVISMO_DE_CREDITO_NO_REPASSE_DE_POLITICAS_PUBLICAS_Uma_a.txt
131-A,AGUA_VIRTUAL_E_A_PEGADA_HIDRICA_DA_PRODUCAO_DE_SOJA_NO_ESTADO_DA_BAHIA,131-A_AGUA_VIRTUAL_E_A_PEGADA_HIDRICA_DA_PRODUCAO_DE_SOJA_NO_ESTADO_DA_BAHIA.txt
132-A,ALIMENTACAO_ESCOLAR_E_AS_COMPRAS_LOCAIS_DA_AGRICULTURA_FAMILIAR_UMA_ANALISE_BIBLIOMETRICA_DA_LITER,132-A_ALIMENTACAO_ESCOLAR_E_AS_COMPRAS_LOCAIS_DA_AGRICULTURA_FAMILIAR_UMA_ANALISE_BIBLIOMETRICA_DA_LITER.txt
133-A,ATUACAO_DO_RIO_GRANDE_DO_SUL_NA_IMPLEMENTACAO_DO_PLANO_ABC,133-A_ATUACAO_DO_RIO_GRANDE_DO_SUL_NA_IMPLEMENTACAO_DO_PLANO_ABC.txt
134-A,Aproximacao_entre_Empreendimentos_Financeiros_Solidarios_e_a_Industria_40_no_Brasil_uma_analise_da,134-A_Aproximacao_entre_Empreendimentos_Financeiros_Solidarios_e_a_Industria_40_no_Brasil_uma_analise_da.txt
135-A,BOVINOCULTURA_NAS_MESORREGIOES_DO_RIO_GRANDE_DO_SUL_NO_PERIODO_20062017,135-A_BOVINOCULTURA_NAS_MESORREGIOES_DO_RIO_GRANDE_DO_SUL_NO_PERIODO_20062017.txt
136-A,CADEIA_DE_FRUTAS_VERDURAS_E_LEGUMES_NO_BRASIL_TRANSACOES_ATRIBUTOS_DE_QUALIDADE_E_ESTRUTURAS_DE_GO,136-A_CADEIA_DE_FRUTAS_VERDURAS_E_LEGUMES_NO_BRASIL_TRANSACOES_ATRIBUTOS_DE_QUALIDADE_E_ESTRUTURAS_DE_GO.txt
137-A,CADEIA_PRODUTIVA_DA_BATATA_DOCE_NA_REGIAO_SUDOESTE_DO_PARANA,137-A_CADEIA_PRODUTIVA_DA_BATATA_DOCE_NA_REGIAO_SUDOESTE_DO_PARANA.txt
138-A,CADEIA_PRODUTIVA_DA_BORRACHA_ANALISE_DO_AMBIENTE_DE_PRODUCAO_DE_UMA_EMPRESA_PRODUTORA_DE_MATERIAIS,138-A_CADEIA_PRODUTIVA_DA_BORRACHA_ANALISE_DO_AMBIENTE_DE_PRODUCAO_DE_UMA_EMPRESA_PRODUTORA_DE_MATERIAIS.txt
139-A,CITRICULTURA_NO_SUDOESTE_DO_PARANA_COMO_ALTERNATIVA_DE_DIVERSIFICACAO_ASPECTOS_DA_CADEIA_PRODUTIVA,139-A_CITRICULTURA_NO_SUDOESTE_DO_PARANA_COMO_ALTERNATIVA_DE_DIVERSIFICACAO_ASPECTOS_DA_CADEIA_PRODUTIVA.txt
140-A,COMIDA_ITALIANA_DO_TERRITORIO_RURAL_OESTE_DE_SANTA_CATARINA_COMO_IDENTIDADE_CULTURAL,140-A_COMIDA_ITALIANA_DO_TERRITORIO_RURAL_OESTE_DE_SANTA_CATARINA_COMO_IDENTIDADE_CULTURAL.txt
141-A,COMPETICAO_POR_DEPOSITOS_NA_REDE_DE_INTERMEDIACAO_FINANCEIRA_DO_BRASIL,141-A_COMPETICAO_POR_DEPOSITOS_NA_REDE_DE_INTERMEDIACAO_FINANCEIRA_DO_BRASIL.txt
142-A,COMPETITIVIDADE_DA_CARNE_BOVINA_A_LUZ_DO_MODELO_DAS_CINCO_FORCAS_DE_PORTER_Estudo_de_caso_em_um_fr,142-A_COMPETITIVIDADE_DA_CARNE_BOVINA_A_LUZ_DO_MODELO_DAS_CINCO_FORCAS_DE_PORTER_Estudo_de_caso_em_um_fr.txt
143-A,COMPOSICAO_DAS_FONTES_DE_RENDA_DE_FAMILIAS_RURAIS_LATINOAMERICANAS,143-A_COMPOSICAO_DAS_FONTES_DE_RENDA_DE_FAMILIAS_RURAIS_LATINOAMERICANAS.txt
144-A,CONCENTRACAO_FUNDIARIA_E_O_PROCESSO_HISTORICO_DE_DETERMINACAO_DA_INSEGURANCA_ALIMENTAR_E_NUTRICION,144-A_CONCENTRACAO_FUNDIARIA_E_O_PROCESSO_HISTORICO_DE_DETERMINACAO_DA_INSEGURANCA_ALIMENTAR_E_NUTRICION.txt
145-A,CONDICAO_DE_INSEGURANCA_ALIMENTAR_DE_ESTUDANTES_ATENDIDOS_PELO_PNAE_NO_MUNICIPIO_DE_RIO_POMBAMG,145-A_CONDICAO_DE_INSEGURANCA_ALIMENTAR_DE_ESTUDANTES_ATENDIDOS_PELO_PNAE_NO_MUNICIPIO_DE_RIO_POMBAMG.txt
146-A,CONSTRUCAO_SOCIAL_DOS_MERCADOS_A_CONFIANCA_E_RECIPROCIDADE_EM_CIRCUITOS_CURTOS_DE_COMERCILIZACAO,146-A_CONSTRUCAO_SOCIAL_DOS_MERCADOS_A_CONFIANCA_E_RECIPROCIDADE_EM_CIRCUITOS_CURTOS_DE_COMERCILIZACAO.txt
147-A,CONTRIBUICAO_DAS_MULHERES_PARA_O_DESEMPENHO_COMERCIAL_DA_REDE_MAOS_A_HORTA_DURANTE_O_PERIODO_DE_PA,147-A_CONTRIBUICAO_DAS_MULHERES_PARA_O_DESEMPENHO_COMERCIAL_DA_REDE_MAOS_A_HORTA_DURANTE_O_PERIODO_DE_PA.txt
148-A,CONTRIBUICAO_DO_FUNDO_CONSTITUCIONAL_DO_NORTE_PARA_O_DESENVOLVIMENTO_REGIONAL_NO_PERIODO_DE_2012 2,148-A_CONTRIBUICAO_DO_FUNDO_CONSTITUCIONAL_DO_NORTE_PARA_O_DESENVOLVIMENTO_REGIONAL_NO_PERIODO_DE_2012-2.txt
149-A,DIGITALIZACAO_DO_CAMPO_E_A_DEMOCRATIZACAO_DA_CIENCIA_DE_DADOS_PERSPECTIVAS_PARA_APLICACAO_POR_PROD,149-A_DIGITALIZACAO_DO_CAMPO_E_A_DEMOCRATIZACAO_DA_CIENCIA_DE_DADOS_PERSPECTIVAS_PARA_APLICACAO_POR_PROD.txt
150-A,DUPLA_EXCLUSAO_DAS_MULHERES_AGRICULTORAS_FAMILIARES_DO_OESTE_CATARINENSE,150-A_DUPLA_EXCLUSAO_DAS_MULHERES_AGRICULTORAS_FAMILIARES_DO_OESTE_CATARINENSE.txt
151-A,ESTRATEGIA_DE_INCORPORACAO_COMO_FATOR_DE_CRESCIMENTO_SUSTENTAVEL_ _O_CASO_DA_EXPANSAO_DA_COCAMAR_N,151-A_ESTRATEGIA_DE_INCORPORACAO_COMO_FATOR_DE_CRESCIMENTO_SUSTENTAVEL_-_O_CASO_DA_EXPANSAO_DA_COCAMAR_N.txt
152-A,ESTRUTURA_DA_CADEIA_PRODUTIVA_DO_LEITE_NO_SUDOESTE_DO_PARANA,152-A_ESTRUTURA_DA_CADEIA_PRODUTIVA_DO_LEITE_NO_SUDOESTE_DO_PARANA.txt
153-A,ESTRUTURA_DE_GOVERNANCA_QUE_ORIENTOU_A_INDICACAO_GEOGRAFICA_DO_MEL_DA_REGIAO_OESTE_DO_PARANA_O_CAS,153-A_ESTRUTURA_DE_GOVERNANCA_QUE_ORIENTOU_A_INDICACAO_GEOGRAFICA_DO_MEL_DA_REGIAO_OESTE_DO_PARANA_O_CAS.txt
154-A,EVOLUCAO_TECNOLOGICA_POTENCIALIZANDO_AGRONEGOCIO_BRASILEIRO,154-A_EVOLUCAO_TECNOLOGICA_POTENCIALIZANDO_AGRONEGOCIO_BRASILEIRO.txt
155-A,EXPANSAO_DA_FRONTEIRA_AGROPECUARIA_E_A_DINAMICA_DO_USO_DO_SOLO_NO_CENTRO OESTE_BRASILEIRO_1996 201,155-A_EXPANSAO_DA_FRONTEIRA_AGROPECUARIA_E_A_DINAMICA_DO_USO_DO_SOLO_NO_CENTRO-OESTE_BRASILEIRO_1996-201.txt
156-A,IMPORTANCIA_DO_COOPERATIVISMO_PARA_AS_ESTRATEGIAS_DE_CONSTRUCAO_DE_MERCADOS_O_CASO_DA_REDE_DE_COOP,156-A_IMPORTANCIA_DO_COOPERATIVISMO_PARA_AS_ESTRATEGIAS_DE_CONSTRUCAO_DE_MERCADOS_O_CASO_DA_REDE_DE_COOP.txt
157-A,INFLACAO_DE_ALIMENTOS_NO_BRASIL_ENTRE_2007_E_2020_RELACAO_COM_AGRICULTURA_CARACTERISTICAS_RAZOES1,157-A_INFLACAO_DE_ALIMENTOS_NO_BRASIL_ENTRE_2007_E_2020_RELACAO_COM_AGRICULTURA_CARACTERISTICAS_RAZOES1.txt
158-A,INFLUENCIA_DAS_DIMENSOES_DA_SUSTENTABILIDADE_NO_SISTEMA_DE_PRODUCAO_ALTERNATIVO_NA_INDUSTRIA_AVICO,158-A_INFLUENCIA_DAS_DIMENSOES_DA_SUSTENTABILIDADE_NO_SISTEMA_DE_PRODUCAO_ALTERNATIVO_NA_INDUSTRIA_AVICO.txt
159-A,INFLUENCIA_DAS_INSTITUICOES_NA_AREA_PLANTADA_DE_ARROZ_EM_META_COLOMBIA_UMA_ANALISE_HISTORICO COMPA,159-A_INFLUENCIA_DAS_INSTITUICOES_NA_AREA_PLANTADA_DE_ARROZ_EM_META_COLOMBIA_UMA_ANALISE_HISTORICO-COMPA.txt
160-A,INFLUENCIA_DAS_ORGANIZACOES_ESTRUTURANTES_SOBRE_A_INTERCOOPERACAO_E_O_EFEITO_MODERADOR_DA_FUNCAO_H,160-A_INFLUENCIA_DAS_ORGANIZACOES_ESTRUTURANTES_SOBRE_A_INTERCOOPERACAO_E_O_EFEITO_MODERADOR_DA_FUNCAO_H.txt
161-A,INFLUENCIA_DA_INTERCOOPERACAO_NA_TRANSFERENCIA_DE_RECURSOS_PARA_A_INOVACAO_E_NA_AGREGACAO_DE_VALOR,161-A_INFLUENCIA_DA_INTERCOOPERACAO_NA_TRANSFERENCIA_DE_RECURSOS_PARA_A_INOVACAO_E_NA_AGREGACAO_DE_VALOR.txt
162-A,INTERCOOPERACAO_E_O_ACESSO_AO_MERCADO_INSTITUCIONAL_DE_ALIMENTOS_NO_ESTADO_DO_RIO_GRANDE_DO_SUL,162-A_INTERCOOPERACAO_E_O_ACESSO_AO_MERCADO_INSTITUCIONAL_DE_ALIMENTOS_NO_ESTADO_DO_RIO_GRANDE_DO_SUL.txt
163-A,LEI_DA_AGRICULTURA_FAMILIAR_E_A_TRANSITORIEDADE_DA_PLURIATIVIDADE_NO_SUL_RURAL_DO_BRASIL,163-A_LEI_DA_AGRICULTURA_FAMILIAR_E_A_TRANSITORIEDADE_DA_PLURIATIVIDADE_NO_SUL_RURAL_DO_BRASIL.txt
164-A,MATRIZ_ENERGETICA_DAS_UNIDADES_DE_PRODUCAO_FAMILIAR_DO_TERRITORIO_DO_ALTO_JEQUITINHONHA_MINAS_GERA,164-A_MATRIZ_ENERGETICA_DAS_UNIDADES_DE_PRODUCAO_FAMILIAR_DO_TERRITORIO_DO_ALTO_JEQUITINHONHA_MINAS_GERA.txt
165-A,MODERNIZACAO_E_REDES_DE_PEQUENOS_ESTABELECIMENTOS_RURAIS_NA_PRODUCAO_DE_LEITE_EM_JACIARA_E_JUSCIME,165-A_MODERNIZACAO_E_REDES_DE_PEQUENOS_ESTABELECIMENTOS_RURAIS_NA_PRODUCAO_DE_LEITE_EM_JACIARA_E_JUSCIME.txt
166-A,MULTILOCALIZACAO_FAMILIAR_E_A_TRANSFERENCIA_DE_ALIMENTOS_NO_COREDE_NORTE_RS,166-A_MULTILOCALIZACAO_FAMILIAR_E_A_TRANSFERENCIA_DE_ALIMENTOS_NO_COREDE_NORTE_RS.txt
167-A,PERSISTENCIA_E_A_MIGRACAO_NA_AGRICULTURA_FAMILIAR_UM_PANORAMA_EM_RELACAO_AO_MUNICIPIO_DE_SAO_LUIZ_,167-A_PERSISTENCIA_E_A_MIGRACAO_NA_AGRICULTURA_FAMILIAR_UM_PANORAMA_EM_RELACAO_AO_MUNICIPIO_DE_SAO_LUIZ_.txt
168-A,POLITICA_CLIMATICA_BRASILEIRA_UMA_ANALISE_DOS_POSSIVEIS_ENTRAVES_COMERCIAIS_AO_AGRONEGOCIO_BRASILE,168-A_POLITICA_CLIMATICA_BRASILEIRA_UMA_ANALISE_DOS_POSSIVEIS_ENTRAVES_COMERCIAIS_AO_AGRONEGOCIO_BRASILE.txt
169-A,PRODUCAO_CIENTIFICA_DO_FEIJOEIRO_COMUM_ANALISE_HISTORICA_PANORAMA_ATUAL_E_PERSPECTIVAS1,169-A_PRODUCAO_CIENTIFICA_DO_FEIJOEIRO_COMUM_ANALISE_HISTORICA_PANORAMA_ATUAL_E_PERSPECTIVAS1.txt
170-A,PRODUCAO_DE_CACAU_NO_SUL_DA_BAHIA_SOB_O_ENFOQUE_DA_TOLERANCIA_TECNOLOGICA,170-A_PRODUCAO_DE_CACAU_NO_SUL_DA_BAHIA_SOB_O_ENFOQUE_DA_TOLERANCIA_TECNOLOGICA.txt
171-A,PRODUCAO_DE_CASTANHA_DE_CAJU_PIAUIENSE_E_SEU_DESEMPENHO_NO_COMERCIO_INTERNACIONAL_NOS_ANOS_DE_2012,171-A_PRODUCAO_DE_CASTANHA_DE_CAJU_PIAUIENSE_E_SEU_DESEMPENHO_NO_COMERCIO_INTERNACIONAL_NOS_ANOS_DE_2012.txt
172-A,QUESTAO_AMBIENTAL_E_O_COMERCIO_INTERNACIONAL_NO_AMBITO_DA_OMC,172-A_QUESTAO_AMBIENTAL_E_O_COMERCIO_INTERNACIONAL_NO_AMBITO_DA_OMC.txt
173-A,REGULARIZACAO_FUNDIARIA_RURAL_NO_CEARA_ENTRE_2004_E_2017,173-A_REGULARIZACAO_FUNDIARIA_RURAL_NO_CEARA_ENTRE_2004_E_2017.txt
174-A,RELACAO_DA_ESTRATEGIA_DE_INTEGRACAO_VERTICAL_DE_UMA_COOPERATIVA_DE_TRABALHO_MEDICO_COM_O_NIVEL_DE_,174-A_RELACAO_DA_ESTRATEGIA_DE_INTEGRACAO_VERTICAL_DE_UMA_COOPERATIVA_DE_TRABALHO_MEDICO_COM_O_NIVEL_DE_.txt
